word,sentiment
"yaka bir tarafta , paça bir tarafta",negative
şöyle bir,negative
sallantı,negative
aceleye getirmek,negative
soysuzlaşmak,negative
eline ağır,negative
müteheyyiç,negative
vurmak,negative
ölüm cezası,negative
yılgın yılgın,negative
tutukluluk,negative
ölüme koşmak,negative
dünyayı haram etmek,negative
abukluk,negative
paraya sıkışmak,negative
ses kesilmek,negative
arkası olmamak,negative
mızmızlanmak,negative
huysuzlaşmak,negative
etyaran,negative
başarısızlık,negative
ağır gelmek,negative
münhezim,negative
sivri dil,negative
yormak,negative
iptal etmek,negative
yeme bozukluğu,negative
yaman,negative
ceddine lanet,negative
parasızlık çekmek,negative
büzülüp oturmak,negative
işkillenme,negative
yatağa serilmek,negative
mumya,negative
yalan yere yemin etmek,negative
ızdırap çekmek,negative
rehavet çökmek,negative
inkisar,negative
kanmazlık,negative
zafiyet geçirmek,negative
viyak viyak,negative
eradikasyon,negative
işgalcilik,negative
yalanlamak,negative
yıkmacı,negative
inkârdan gelmek,negative
yağlı kapıya konmak,negative
apışık,negative
ufalamak,negative
hayatı kaymak,negative
şekilsiz,negative
gâvur inadı tutmak,negative
yapyalnız,negative
kepeklenmek,negative
vatan haini,negative
mayın döşemek,negative
zihnini bulandırmak,negative
iflahı kesilmek,negative
akhaşhaş,negative
kanlı yaşlar dökmek,negative
oyun kurmak,negative
aklı zıvanadan çıkmak,negative
yırtmak,negative
soğuklamak,negative
hışımlanmak,negative
enkaz,negative
saygı göstermemek,negative
bela kesilmek,negative
çığlık çığlığa,negative
dar gelmek,negative
horlamak,negative
demagoji yapmak,negative
ipsiz sapsız,negative
üzerine yatmak,negative
kına yakılmak,negative
damdan düşer gibi,negative
azılı,negative
duygusuzluk,negative
arkasızlık,negative
ipi kırık,negative
yemlenmek,negative
mücadele,negative
tenha kalmak,negative
boyu bosu devrilsin,negative
post elden gitmek,negative
kazık yemek,negative
yatak çekmek,negative
adamına göre,negative
kayıtsız olmak,negative
kirlenme,negative
kırkından sonra azmak,negative
nankörlük görmek,negative
zarılanmak,negative
tecennün,negative
gün yüzü görmemiş,negative
güçsüz düşmek,negative
keyfekeder,negative
feryat koparmak,negative
azmanı,negative
anasından emdiği süt burnundan gelmek,negative
güçleştirme,negative
figüran,negative
çamur atmak,negative
nevralji,negative
küfürleşmek,negative
sersem etmek,negative
zeval,negative
har gür,negative
biaman,negative
yabani hayvan,negative
dokundurmak,negative
yapma,negative
dayılık,negative
buhrana tutulmak,negative
kaşları çatılmak,negative
aptal olmak,negative
bilinçsizleşme,negative
fitne sokmak,negative
başına bela kesilmek,negative
sömürgeci,negative
battal,negative
tepsermek,negative
işi allah'a kalmak,negative
lakırtıya tutmak,negative
sızıltı,negative
sele kapılmak,negative
kepmek,negative
yanıp tutuşmak,negative
yan yan bakmak,negative
çözümsüz kalmak,negative
deve olmak,negative
danışıklı dövüş,negative
dost kazığı,negative
azımsamak,negative
cart curt etmek,negative
beleşçilik,negative
dili dolaşmak,negative
anevrizma,negative
hıfzetmek,negative
tokat yemek,negative
geri zekâlılık,negative
hava muhalefeti,negative
soğuklama,negative
hafakanlar basmak,negative
şaşkın şaşkın bakmak,negative
sorumsuzca,negative
ağzının ölçüsünü almak,negative
bacakları tutmaz olmak,negative
anlamsızcasına,negative
cılklaşmak,negative
karalanmak,negative
hovarda,negative
bombalatma,negative
devre,negative
yalanı çıkmak,negative
gözünü hırs bürümek,negative
kanunsuzluk,negative
farta furta,negative
sesi soluğu kesilmek,negative
yırtlak,negative
meraklandırmak,negative
zarara sokmak,negative
gün yüzü görmemek,negative
pirinci su götürmemek,negative
nefes darlığı,negative
kafası çatlak,negative
kafa ütülemek,negative
kayış dili,negative
meczup,negative
tansiyonu fırlamak,negative
işkenceci,negative
domuz gibi,negative
sinir hastalığı,negative
kafasız,negative
maç satmak,negative
zar tutmak,negative
canı ağzına gelmek,negative
çekinmek,negative
irinlenme,negative
su almak,negative
yas tutmak,negative
karamsar,negative
patlatmak,negative
yüreğine kurt düşmek,negative
yaramaz,negative
tangırtılı,negative
canı acımak,negative
damar sertliği,negative
çapraza sarmak,negative
üzüntü vermek,negative
yaldızlı hap,negative
namussuzca,negative
ötekileşme,negative
dedikoduculuk,negative
işkenceli,negative
ağız burun birbirine karışmak,negative
pırtlak,negative
bahtı kara olmak,negative
kışkırtmak,negative
it gibi çalışmak,negative
mafyacılık,negative
dürtüşmek,negative
efkarlanmak,negative
ayağa kaldırmak,negative
rengi kaçmak,negative
diskalifiye etmek,negative
içki psikozu,negative
dövüşmek,negative
çene yarışına girmek,negative
gayritabii,negative
kandilli küfür,negative
attığı tırnağa değmemek,negative
tezgahçı,negative
hasar vermek,negative
gedik,negative
kalitesizlik,negative
yüzü kalmamak,negative
kontra gitmek,negative
hacizli,negative
rol yapmak,negative
şekerrenk,negative
yıldırmak,negative
kışkırtıcı ajan,negative
ayartmak,negative
alyon kesilmek,negative
suda boğmak,negative
şerefsizlik,negative
habis ur,negative
haysiyetsizlik,negative
veto etmek,negative
karaborsacı,negative
aşk etmek,negative
pili bitmek,negative
teker meker yuvarlanmak,negative
çakal,negative
zerresi kalmamak,negative
mum etmek,negative
pimpiriklik etmek,negative
körletmek,negative
karanlığa kalmak,negative
böbrek hastalığı,negative
lanet olsun,negative
kötümserleşmek,negative
abacı,negative
burnu sürtülmek,negative
olmak,negative
olmaz,negative
kulp takmak,negative
nefsaniyet,negative
kafasına girmek,negative
baştan çıkmak,negative
bopstil,negative
kara talih,negative
madik etmek,negative
torpilci,negative
hoppaca,negative
ayrıklık,negative
çile çekmek,negative
kaynanalık taslamak,negative
havyar kesmek,negative
gözlerinden uyku akmak,negative
bulaşma,negative
feryat etmek,negative
gömme,negative
zalim,negative
ihtiyaç,negative
ucu dokunmak,negative
bağışlamasız,negative
yasak,negative
içi kazınmak,negative
tıfıl,negative
öfkelenme,negative
ekonomik kriz,negative
öfke topuklarına çıkmak,negative
çamur gibi,negative
tehcir etmek,negative
fütursuz,negative
geçimsiz,negative
efendim,negative
torpilli,negative
yüreği kan ağlamak,negative
monotonluk,negative
az gelişmiş,negative
imsak,negative
damga,negative
tekerinin önüne taş koymak,negative
tıkılmak,negative
cin ifrit kesilmek,negative
sızdırmak,negative
uğrun,negative
sersem,negative
bel bel,negative
batkın,negative
meyyit,negative
dolap beygiri gibi dönüp dolaşmak,negative
kredisiz,negative
şarlatanlık,negative
mâni,negative
besbeter,negative
ince ağrı,negative
sakarlık,negative
canice,negative
yarak,negative
boynuzlu,negative
parsayı başkası toplamak,negative
gürültüye boğmak,negative
sagu sağmak,negative
iki ucu boklu değnek,negative
dallandırıp budaklandırmak,negative
yüreğini sızlatmak,negative
çirkef atmak,negative
nasır bağlamak,negative
yergici,negative
musap,negative
erzel,negative
köşe dönücülük,negative
kan çıkmak,negative
dinelmek,negative
kahpelenmek,negative
leş gibi sarhoş,negative
iki ayağını bir pabuca sokmak,negative
sızıntı,negative
eksik doğmak,negative
uğraş,negative
tutsak pazarı,negative
ayyarlık,negative
gavur eziyeti,negative
dost tutmak,negative
pabuç kadar dili olmak,negative
gün yemek,negative
saraka etmek,negative
üçkağıtçı,negative
bencillik,negative
kumpaskurmak,negative
kellesini uçurmak,negative
boynuz takınmak,negative
eli dar,negative
fransız kalmak,negative
yeri öpmek,negative
tahrik etmek,negative
küfürbaz,negative
bakar kör,negative
kara paracı,negative
midesi ekşimek,negative
kafası tembel,negative
kırıp dökmek,negative
bayat,negative
sürümsüzlük,negative
tecrit,negative
katı kalpli,negative
düşman kesilmek,negative
gülüp geçmek,negative
imkânsızca,negative
madrup,negative
burnundan solumak,negative
işten güçten kalmak,negative
girişmek,negative
diktatör,negative
istikrah etmek,negative
helecan,negative
tavşan yürekli,negative
el aman demek,negative
dalga,negative
acılanmak,negative
parasını yemek,negative
zayıf düşürmek,negative
hilaf,negative
bölücü,negative
ıkına sıkına,negative
reddedilme,negative
usandırıcı,negative
menetmek,negative
pestile çevirmek,negative
alaya almak,negative
soğuk vurmak,negative
gününü saymak,negative
yaldızcılık,negative
zaaf,negative
hiddet etmek,negative
tutuya bırakmak,negative
sıkıt,negative
ırkçılık,negative
kızılcakıyamet kopmak,negative
yoksun bırakmak,negative
ölümlü,negative
yanıklık,negative
ilgisiz,negative
fitçi,negative
ürkekçe,negative
tanımamazlık,negative
malumatfuruşluk,negative
zom olmak,negative
huzursuz,negative
ümit kesmek,negative
üvey anne,negative
abayı sermek,negative
yağcılık,negative
karman çorman,negative
mesuliyetsizce,negative
kanı temizlenmek,negative
kıtı kıtına,negative
pek söylemek,negative
çirkefleşmek,negative
frengi,negative
yabanilik,negative
bir kaşık suda boğmak,negative
uyuşturucu,negative
kötülük yapmak,negative
burkulmak,negative
problem etmek,negative
diktatörlük,negative
ot yoldurmak,negative
kaskatı olmak,negative
velveleci,negative
seyretmek,negative
fil dişi kuleye çekilmek,negative
iri laf,negative
terörizm,negative
gözden ırak tutulmak,negative
hiddete kapılmak,negative
maval okumak,negative
hevesi boğazında kalmak,negative
zapt,negative
darp,negative
derisini yüzmek,negative
kir tutmak,negative
gözüne karasu inmek,negative
disiplin cezası,negative
sahteci,negative
acayipleşmek,negative
iki arada kalmak,negative
dava,negative
aç bırakmak,negative
obskürantizm,negative
yasa dışı,negative
katır karı,negative
çenesine vurmak,negative
tepesinde havan dövmek,negative
"tavşana kaç , tazıya tut demek",negative
bağırsak kanseri,negative
mana çıkarmak,negative
yasaklı,negative
saldırmak,negative
edep etmek,negative
yabana atmak,negative
bozarmak,negative
ifrit etmek,negative
canını yakmak,negative
hödük,negative
topal eşekle kervana karışmak,negative
zanlı,negative
menisküs,negative
yankesicilik,negative
zayi,negative
tarafgir,negative
kuyruğunu tava sapına çevirmek,negative
aldatıverme,negative
Nazi,negative
fiyaka satmak,negative
anasının ipini satmış,negative
sınık,negative
iç acısı,negative
yanık,negative
ruhsuz,negative
boş boş,negative
sarartma,negative
engelleme,negative
yüreği kaynamak,negative
usulsüz,negative
mahzun olmak,negative
cumburlopu çekmek,negative
asalak,negative
yalana şerbetli olmak,negative
öksürük,negative
irca etmek,negative
hezeyan etmek,negative
angaryacı,negative
bulaşık,negative
grogi,negative
yıkılmak,negative
eli boş gelmek,negative
çocuk oyuncağı hâline getirmek,negative
soğuk harp,negative
hicvetmek,negative
şaibe altında kalmak,negative
bayatlatmak,negative
havaiyat,negative
mahkûm etmek,negative
metanetsiz,negative
yalnız,negative
rüzgârdan nem kapmak,negative
hatırını kırmak,negative
hindi gibi kabarmak,negative
girmek,negative
kaytarmacı,negative
fesholmak,negative
dramatize etmek,negative
yabancılaşmak,negative
şımartmak,negative
ahengi bozulmak,negative
rahat yüzü görmemek,negative
gürültülü,negative
saygısızlık etmek,negative
o taraflı olmamak,negative
kandırmaca,negative
tıkış tıkış,negative
gürültü patırtı,negative
bedavacılık,negative
altın leğene kan kusmak,negative
dert edinmek,negative
hileli,negative
eğri çehre,negative
abdal,negative
şeytana parmak ısırtmak,negative
yuları ele vermek,negative
stagflasyon,negative
kuş gibi uçup uçmak,negative
kütük gibi,negative
kumalı,negative
sapkınlık,negative
soğuk kaçmak,negative
çam devirmek,negative
temiz bir dayak yemek,negative
kurca çıbanı,negative
saçma sapan,negative
seviyesizce,negative
yüreği yarılmak,negative
hayal kırıklığına uğramak,negative
bıkkıntı,negative
gürültücü,negative
kocakarılığı tutmak,negative
odsuz ocaksız,negative
yanlış bilgi vermek,negative
vuruşmak,negative
kuruntululuk,negative
darmadağınıklık,negative
kurşun tutmak,negative
alan talan etmek,negative
faili meçhul,negative
gözünden uyku akmak,negative
tepeden bakmak,negative
münkesir,negative
dağlamak,negative
yasaya aykırı,negative
fuzuli,negative
gıcık kapmak,negative
ayağını vurmak,negative
ikrahlık,negative
müşkülleşmek,negative
ağrımak,negative
burnunu kırmak,negative
sertlenmek,negative
sakit kalmak,negative
iblisçi,negative
iblisçe,negative
bölmek,negative
yaraya tuz biber ekmek,negative
alnını karışlamak,negative
gıcık almak,negative
küçük dağları ben yarattım demek,negative
tırnakçılık,negative
uçan kuşa borcu olmak,negative
gevşek ağızlı,negative
bembeyaz olmak,negative
iki arada bir derede kalmak,negative
heyecanlı,negative
kündeden atmak,negative
pamuk ipliğiyle bağlanmak,negative
kediye ciğer ısmarlamak,negative
hararet basmak,negative
düşündürücü,negative
kaşının altında gözün var dememek,negative
tetikçi,negative
karmanyolacılık,negative
emdiği sütü burnundan getirmek,negative
dokuncalı,negative
lapacılık,negative
soysuz,negative
solunum yolu rahatsızlığı,negative
tenhalaşmak,negative
hindi,negative
halt etmek,negative
spazm,negative
belaya çatmak,negative
korsan,negative
batıl,negative
mesuliyetsizlik,negative
tozlu,negative
fitne kumkuması,negative
deve kini,negative
bertaraf olmak,negative
laf atmak,negative
takılmak,negative
açık saçık,negative
mel mel,negative
çarpmak,negative
mirasından mahrum etmek,negative
kaltak,negative
rengini yitirmek,negative
çökkün,negative
uyuşturucu madde,negative
varmak,negative
dalgın,negative
iradesizlik,negative
böbürtü,negative
zül saymak,negative
fişteklemek,negative
utanç vermek,negative
vahşi hayvan,negative
içini kurt yemek,negative
gıcık etmek,negative
yadsımak,negative
iki gözüiki çeşme ağlamak,negative
yaltak,negative
ayrımcılık yapmak,negative
saldırı,negative
sesini kesmek,negative
zorluk çıkarmak,negative
sıyrık,negative
işi uzatmak,negative
demoralize olma,negative
gâvur olmak,negative
eklem romatizması,negative
yüzleşmek,negative
kulağının zarı patlamak,negative
pejmürde,negative
son nefes,negative
solmak,negative
ürperti vermek,negative
giyotinle kafasını uçurmak,negative
tozan,negative
memnuiyet,negative
hazıra konmak,negative
düzmece,negative
fonofobi,negative
sunturlu küfür,negative
kahhar,negative
aykırı,negative
kulak kulağa,negative
alev bacayı sarmak,negative
düzmeci,negative
fakir düşürmek,negative
sıska,negative
cinleri başına üşüşmek,negative
adı deliye çıkmak,negative
başından büyük işlere kalkışmak,negative
ikilemde kalmak,negative
gevrek gevrek gülmek,negative
dalına binmek,negative
hıyarlaşmak,negative
köşe bucağa dağılmak,negative
lafı ağzında kalmak,negative
serserilik yapmak,negative
saldırma,negative
ev işletmek,negative
cangıl,negative
lal etmek,negative
iki seksen uzanmak,negative
zirzopluk etmek,negative
aleyhtar,negative
illet etmek,negative
bebek ölümü,negative
kuş gibi yemek,negative
terörcü,negative
doğal afet,negative
zührevi hastalıklı,negative
sermayeyi kediye yüklemek,negative
mağdurluk,negative
nursuz pirsiz,negative
ayağını denk almak,negative
gereksiz,negative
içi ezim ezim ezilmek,negative
budalaca,negative
zamazingo,negative
çökkünleşmek,negative
nakisa,negative
etme yahu,negative
bağrını ezmek,negative
nispetçi,negative
haylazca,negative
ne münasebet,negative
kan revan içindekalmak,negative
kipkirli,negative
günlerini saymak,negative
canını cehenneme yollamak,negative
inkıraza uğramak,negative
terk etme,negative
ilişmek,negative
meraktan ölmek,negative
yüzü yere gelmek,negative
soğuk davranmak,negative
ağız dolusu,negative
öfkesi başına sıçramak,negative
kırmızı kart göstermek,negative
caniyane,negative
yardakçı,negative
suçundan geçmek,negative
kaybetmek,negative
despotça,negative
gâvurlaşmak,negative
sıkılmazlık,negative
uğultu,negative
havacıva,negative
laf yapmak,negative
tecrübesizce,negative
katı söz,negative
mirasyedilik,negative
yüreğine saplanmak,negative
bloke etmek,negative
ihtiyatsız,negative
sığır tenyası,negative
sırça köşk,negative
zamparalık,negative
işkembeden söylemek,negative
protesto,negative
içi titremek,negative
üzerine üzerine gitmek,negative
görev şehidi,negative
alaturka,negative
tekme atmak,negative
kakalamak,negative
daraş,negative
döner ayna,negative
harılanmak,negative
avuç açmak,negative
amboli,negative
kuru iftira,negative
darbe almak,negative
ötmek,negative
darbe,negative
yavuz,negative
arkasına bakmadan gitmek,negative
içi çıfıt çarşısı,negative
torbalanmak,negative
şapşallık,negative
şamarlamak,negative
ayartıcılık,negative
eğri gözle bakmak,negative
melul mahzun,negative
yelkenlemek,negative
dahletmek,negative
deli saçması,negative
hatırı kalmak,negative
vurtut,negative
haince,negative
riske atmak,negative
lafını yemek,negative
gözü dumanlanmak,negative
mecnunca,negative
gaflet uykusuna dalmak,negative
şamar indirmek,negative
ölüsü kandilli,negative
antipati duymak,negative
aşırı,negative
maznun,negative
sokak kızı,negative
acı acı,negative
ekşi yüz,negative
vicdan azabı duymak,negative
kasınç,negative
azıtmak,negative
heder,negative
arlanmak,negative
arlanmaz,negative
canını sıkmak,negative
ünsüz,negative
sürümsüz,negative
bağırıp çağırmak,negative
çalma,negative
kurşun yağmuruna tutmak,negative
yakasına yapışmak,negative
kirletme,negative
siniri tutmak,negative
ona buna dil uzatmak,negative
mahzunlaşmak,negative
konuşma yetersizliği,negative
müşkülpesent,negative
üsera,negative
kayıtsızlaşmak,negative
pekent,negative
buymak,negative
tartışmak,negative
yüze gülücülük,negative
defo,negative
yatağını ayırmak,negative
izmihlal,negative
mahzun,negative
göz yummak,negative
mahzur,negative
ölüm döşeğinde olmak,negative
emrivaki yapmak,negative
dolaba girmek,negative
umudunu kesmek,negative
sızım sızım,negative
iltihaplanmak,negative
bitirmek,negative
deli,negative
dayanıksız,negative
sürümek,negative
yüzü soğuk olmak,negative
dırıltı etmek,negative
içine atmak,negative
yavan,negative
gönlünde kalmak,negative
kesenin dibi görünmek,negative
deni,negative
alıkça,negative
yol vurmak,negative
ateşi yükselmek,negative
yuvasını dağıtmak,negative
yapıldak,negative
dolandırıcılık,negative
boşu boşuna,negative
açığını aramak,negative
mağrurca,negative
haddini bildirmek,negative
kıran girmek,negative
randevucu,negative
yolundan kalmak,negative
sözün ardı boşa çıkmak,negative
puflamak,negative
kırmızıfener,negative
dert,negative
çukura düşmek,negative
denî,negative
yorucu,negative
ahmakça,negative
haşyet,negative
bilinçsiz,negative
pütür pütür,negative
şımarıkça,negative
tehcir,negative
illallah demek,negative
sökmek,negative
utaçıcılık,negative
yüzünün derisi yere geçmek,negative
yüreğe işlemek,negative
ölülük,negative
tekellüf,negative
dürbünün tersiyle bakmak,negative
perdesizlik,negative
eline bakmak,negative
muma çevirmek,negative
susturmak,negative
metrukiyet,negative
limoni,negative
ayağının pabucunu başına giymek,negative
zekâsız,negative
ağaçkesen,negative
ne haddine,negative
şallak,negative
yardakçılık etmek,negative
sıtmalanmak,negative
katakulli,negative
özlenti,negative
peydahlamak,negative
fokal enfeksiyon,negative
piç olmak,negative
cimrice,negative
ağır söylemek,negative
cehennemin bucağı,negative
kanamalı,negative
langır lungur,negative
kesmek,negative
yayan,negative
torlak,negative
tecennün etmek,negative
bağdaşmazlık,negative
nifakçı,negative
aldatılmak,negative
pesimizm,negative
sevinci kursağında kalmak,negative
cellatlık,negative
imlaya gelmemek,negative
tatarcık humması,negative
kestirip atmak,negative
ölümle pençeleşmek,negative
celallice,negative
pesimist,negative
teessür,negative
havalanmak,negative
teessüf,negative
işten atma,negative
süt çalmak,negative
azıtma,negative
tacizlik getirmek,negative
bombalamak,negative
cühela,negative
bar bağlamak,negative
fırıldak döndürmek,negative
mesleksiz,negative
orostopolluk,negative
pireli,negative
hipnofobi,negative
derogasyon,negative
sefihane,negative
tezkiyesi bozuk,negative
başına taş yağmak,negative
tortulu,negative
müstehcenleşmek,negative
emboli,negative
kılçıklı,negative
kavuk sallamak,negative
meydanda bırakmak,negative
uyuz etmek,negative
kamburunu çıkarmak,negative
koltuk düşkünü,negative
dejenere olmak,negative
çatak,negative
yalabık,negative
dikizci,negative
halı altına süpürmek,negative
tasa çekmek,negative
pimpirik,negative
iki büklüm olmak,negative
hapçılık,negative
avarelik,negative
devasız,negative
tıraş,negative
sırat köprüsünden geçmek,negative
taş kesilmek,negative
bodur kalmak,negative
terslenmek,negative
yüz karası,negative
formdan düşmek,negative
böncesine,negative
keli körü toplamak,negative
gayrimemnun,negative
astım,negative
mürtekip,negative
vırıldamak,negative
sürmenaj,negative
itoğluit,negative
akut gastrit,negative
zifiri karanlık,negative
darbe vurmak,negative
beceriksizleşmek,negative
kafasını şişirmek,negative
belleğini yitirmek,negative
entel,negative
kokutmak,negative
iç güveyi,negative
istila,negative
tırnak sürüştürmek,negative
madara olmak,negative
karısının üstüne evlenmek,negative
ortadan sır olmak,negative
takmazlık,negative
geri planda kalmak,negative
süzük,negative
yüzü kireç gibi olmak,negative
büküntü,negative
kaknem,negative
hayâ perdesi yırtılmak,negative
cüretlenmek,negative
başı yukarıda,negative
sokmak,negative
kuşa dönmek,negative
arızalı,negative
dağdağalı,negative
stres,negative
burukluk,negative
kılıçlamak,negative
canavarca,negative
borç gırtlağına çıkmak,negative
fos çıkmak,negative
içini dondurmak,negative
iktidarsız,negative
gönül indirmek,negative
çile çıkarmak,negative
uyuz,negative
altından çapanoğlu çıkmak,negative
gâvur orucu gibi uzamak,negative
burun şişirmek,negative
zırnık vermemek,negative
iki yakasını bir araya getirememek,negative
hırs bastırmak,negative
gürültü yapmak,negative
ofsayta düşmek,negative
ileri gitmek,negative
çalık,negative
aç susuz kalmak,negative
deneme tahtasına çevirmek,negative
yüzüne hasret kalmak,negative
ödü patlamak,negative
hüzün duymak,negative
fakir fukara,negative
arbedeci,negative
dilli düdük,negative
benzi geçmek,negative
iç geçirmek,negative
ajan provokatör,negative
neme gerekçi,negative
bilime aykırı,negative
kabız olmak,negative
hayâsızlık,negative
çarkına etmek,negative
ciğer kebap olmak,negative
zarar,negative
rehavet,negative
sokak süpürgesi,negative
düşüt,negative
düşük,negative
ucu ortası belli olmamak,negative
yürek ağrısı,negative
fart furt etmek,negative
yarasını deşmek,negative
müteessir,negative
uzak,negative
yüreğinin başı sızlamak,negative
anlamamazlık,negative
müteessif,negative
mezbelelik,negative
yarım yamalak,negative
eğri çehreli,negative
ağzı kalabalık,negative
tehlikeye düşürmek,negative
hastanelik olmak,negative
dikleşmek,negative
öksüz,negative
telefat,negative
ağız ağıza,negative
firavunluk,negative
okuma yitimi,negative
mama,negative
tıslamak,negative
kapaklanmak,negative
madaralaşmak,negative
inatçı keçi,negative
porsumak,negative
haletinez,negative
tek kürekle mehtaba çıkmak,negative
mayhoş,negative
titreme,negative
dikenli,negative
talan etmek,negative
pabucunu ters giydirmek,negative
genel kadın,negative
karakabarcık,negative
meydan dayağı,negative
ensiz,negative
köpeklik,negative
kırıp geçirmek,negative
hayasız,negative
defterini dürmek,negative
akabe,negative
mesuliyetsiz,negative
mani,negative
duman olmak,negative
lafı kıçından anlamak,negative
yıpratma,negative
kaldırımcılık,negative
acısı içine çökmek,negative
yılışkanlık,negative
tutulmaz,negative
düğüm düğüm düğümlenmek,negative
zamkinos,negative
tutulmak,negative
fesat,negative
cayma,negative
uzaktan akraba,negative
sıkışmak,negative
sağır,negative
milim oynamamak,negative
biber gibi yakmak,negative
amorfluk,negative
gazozağacı,negative
sopa yemek,negative
tıngır,negative
sıtma tutmak,negative
içler acısı,negative
hayvan,negative
çelme atmak,negative
kül ufak olmak,negative
maya,negative
kahrını çekmek,negative
küfran,negative
çenesi düşmek,negative
akıl bırakmamak,negative
benmerkezcilik,negative
yığılışma,negative
taşlama,negative
bencilleşmek,negative
körkuyu,negative
hortumlamak,negative
korkunçlaşmak,negative
cılızlaşmak,negative
kara kaplı kitap,negative
taşlamak,negative
adam beğenmemek,negative
sidik zoruyla,negative
başı belaya girmek,negative
moruklama,negative
kapılar üzerine kapanmak,negative
siniri oynamak,negative
ağzı açık ayran delisi,negative
kafayı bulandırmak,negative
ciyaklamak,negative
iş başa düşmek,negative
çomak koymak,negative
kafası bulanmak,negative
yalaka,negative
şallak mallak,negative
içi almamak,negative
angaryasını çekmek,negative
alkolik,negative
gerçeğe aykırılık,negative
abazan kalmak,negative
avurt zavurt etmek,negative
dermansızca,negative
kımkım,negative
özürlü,negative
sürüncemede bırakmak,negative
fıçı gibi,negative
sinirleri ayakta olmak,negative
keskin,negative
ispiyon,negative
keşmekeş,negative
cehenneme çevirmek,negative
solgunlaşmak,negative
akıl hocalığı taslamak,negative
fasa fiso,negative
ihtikârcı,negative
demoralize,negative
terzil etmek,negative
dünyayı ben yarattım demek,negative
dolmuşa gelmek,negative
yatık,negative
kaburgaları sayılmak,negative
kurban gitmek,negative
söz çakmak,negative
yomsuz,negative
burukça,negative
pataklanmak,negative
tekdüzelik,negative
kalakalmak,negative
oltaya gelmek,negative
kavaf işi,negative
meydanı boş bulmak,negative
tu kaka etmek,negative
halsiz,negative
kazık marka,negative
kahyalık,negative
utana sıkıla,negative
ikbal düşkünü,negative
uyku dağıtmak,negative
yüzünü yere getirmek,negative
yorulmak,negative
harf atmak,negative
Azrail,negative
kafayı yemek,negative
gözünün üstünde kaşın var dememek,negative
tahkir etmek,negative
cerahatlenmek,negative
amnezi,negative
alerji,negative
günü geçmiş,negative
dağılmak,negative
gelişigüzel,negative
torpillemek,negative
sındırmak,negative
inhilal etmek,negative
daraya atmak,negative
amansızcasına,negative
yükseklerde dolaşmak,negative
soğuk durmak,negative
içi içine geçmek,negative
yobaz,negative
yürek karası,negative
soysuzluk,negative
zihnini tırmalamak,negative
meteliğe kurşun atmak,negative
sefillik,negative
pişkinliğe vurmak,negative
zorlamak,negative
öfkesini çıkarmak,negative
aforoz,negative
kamburu çıkmak,negative
duyarsızca,negative
harrangürra,negative
mevkufen,negative
halel vermek,negative
kımkım etmek,negative
hırçınlık,negative
kaparozcu,negative
öksürmek,negative
korkulmak,negative
gabin,negative
goygoyculuk,negative
canevinden vurmak,negative
oflamak,negative
çatık surat,negative
yanlış yunluş,negative
zıvanadan çıkmak,negative
tekebbür,negative
iyi saatte olsunlar,negative
etekserpen,negative
çapul,negative
ipini çekmek,negative
çaput,negative
iş karıştırmak,negative
sinirleri zayıf,negative
gök delinmek,negative
ağız tatsızlığı,negative
tekinsiz,negative
geniş,negative
zehir saçmak,negative
kibir,negative
tabanca,negative
hata eylemek,negative
zina,negative
gözden uzaklaşmak,negative
kabak tadı vermek,negative
tıkışıklık,negative
yumurta kapıya gelmek,negative
yazma,negative
zaaf göstermek,negative
başına kakmak,negative
dara düşmek,negative
kendi gölgesinden korkmak,negative
cam göz,negative
arazi olmak,negative
ruhsatsız,negative
ahmaklık,negative
gözleri bayılmak,negative
yapmak,negative
döşeğe düşmek,negative
haleldar,negative
güneşin altında,negative
muzip,negative
kıtır kıtır kesmek,negative
mezar soyguncusu,negative
kayarto,negative
ipi çözmek,negative
pısırıklaşmak,negative
nasırına basmak,negative
yaş dönümü,negative
mahkemelik,negative
piyazcı,negative
darmadağın etmek,negative
boğuşmak,negative
pelteklik,negative
akamet,negative
ilzam etmek,negative
münasebetsiz,negative
kötüleşmek,negative
döküntü,negative
burunlu,negative
gerilimli,negative
beddua sinmek,negative
dehletmek,negative
boklanmak,negative
madik atmak,negative
beti benzi uçmak,negative
azgınlaşmak,negative
saç saça baş başa dövüşmek,negative
göze görünmemek,negative
namerde muhtaç olmak,negative
şeytanın arka bacağı,negative
insafsızlık,negative
abes kaçmak,negative
perdesi yırtık,negative
yamukluk,negative
yağmursuz,negative
hiçlemek,negative
çelmelemek,negative
kepaze etmek,negative
ağlayıp sızlamak,negative
erkekliği kesilmek,negative
pimpirikçe,negative
edebiyat yapmak,negative
bilinç kaybı,negative
saymamazlık,negative
akut glokom,negative
buruntu,negative
ajitatör,negative
fahur,negative
gıybetçilik,negative
yıkıntı olmak,negative
dara dar,negative
antrenörsüzlük,negative
kadınlar hamamı,negative
mahşer midillisi,negative
dopinglemek,negative
esası olmamak,negative
atıp tutmak,negative
insan eti yemek,negative
fenalık geçirmek,negative
yalancı tanık,negative
cefaya katlanmak,negative
deniz savaşı,negative
talanlamak,negative
terketme,negative
tatsızlaşmak,negative
gözüne hiçbir şey görünmemek,negative
torpil,negative
terör örgütü,negative
deli dolu,negative
külah kapmak,negative
bilmezlik,negative
